URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,14,19,-0.15151514692378343,0.07517084265336937,10.974999725625008,0.37585421326684687,4.540341575556742,10.974999725625008,165,439,2.350797261159915,1,7.309794971959465
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,17,6,0.4782608487712674,0.050438596380617116,9.499999802083337,0.5043859638061712,4.001754306355804,9.499999802083337,230,456,2.6425438538540704,6,8.124999982182018
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,11,1,0.8333332638888947,0.06030150723466579,14.214284698979665,0.36683416901088356,5.83244754719622,14.214284698979665,73,199,2.351758782151966,1,7.482412022701447
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,16,3,0.684210490304711,0.04947916653781467,4.571428517006804,0.3776041656833225,1.9796130730760506,4.571428517006804,145,384,2.3072916606580947,29,7.4218749806722
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,0,0,0.0,0.0,26.999973000027,0.37037035665294976,10.94813734267198,26.999973000027,10,27,2.6296295322359433,0,8.444444131687254
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,9,1,0.7999999200000081,0.05747126403752147,19.333331185185425,0.3678160898401374,7.880458910010225,19.333331185185425,64,174,2.3735632047496367,2,7.419540187244022
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,9,0,0.9999998888889013,0.08737863992836273,9.363635512396772,0.26213591978508816,3.8503085728727444,9.363635512396772,27,103,2.067961144971251,3,6.699029061174476
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,4,0,0.9999997500000625,0.03174603149407912,11.454544413223235,0.2619047598261527,4.686579669219756,11.454544413223235,33,126,2.15873014159738,8,7.1746031176618805
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,11,3,0.5714285306122479,0.08860759437590131,6.869564918714569,0.22151898593975325,2.836433561861729,6.869564918714569,35,158,1.9873417595737863,15,6.398734136716873
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,15,6,0.4285714081632663,0.11475409773358416,7.038461267751489,0.3442622932007525,2.953089424380897,7.038461267751489,63,183,2.065573759204515,5,6.759562804592553
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,4,3,0.1428571224489825,0.03783783763330899,8.40909052685952,0.3351351333235939,3.4976902640732455,8.40909052685952,62,185,2.2432432311176043,2,7.335135095485756
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,4,0,0.9999997500000625,0.03149606274412549,14.111109543210052,0.29921259606919215,5.764128855711698,14.111109543210052,38,127,2.157480297972596,0,7.251968446834894
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,3,0,0.9999996666667778,0.05357142761479594,27.999986000007,0.30357142315051033,11.321422969263004,27.999986000007,17,56,2.2678571023596947,1,7.357142725765309
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,4,2,0.33333327777778704,0.12765957175192402,9.399998120000376,0.31914892937981004,3.8876588197520747,9.399998120000376,15,47,2.3191488868266195,1,7.702127495699416
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,4,0,0.9999997500000625,0.06779660902039646,14.74999631250092,0.37288134961218056,6.0491510648452405,14.74999631250092,22,59,2.355932163458777,1,7.338982926457917
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,6,1,0.7142856122449125,0.05982905931770035,14.62499817187523,0.4358974321718168,6.0243582416188195,14.62499817187523,51,117,2.384615364234057,1,7.461538397764629
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,10,0,0.99999990000001,0.07042253471533426,10.1428564183674,0.2746478853898036,4.167001721502881,10.1428564183674,39,142,2.147887308817695,10,6.528168968111486
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,3,1,0.49999987500003124,0.06153846059171599,10.833331527778078,0.30769230295857997,4.456409532294663,10.833331527778078,20,65,2.353846117633137,0,7.323076810414203
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3,1,0.49999987500003124,0.025974025805363468,7.699999615000019,0.3636363612750886,3.2254543905100435,7.699999615000019,56,154,2.259740245066622,7,7.363636315820544
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8,2,0.599999940000006,0.053475935542909435,14.384614278106595,0.3529411745832023,5.89502218107592,14.384614278106595,66,187,2.197860950813578,3,7.267379640281392
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10,6,0.24999998437500096,0.15841584001568476,14.428569367347233,0.3564356400352907,5.914002002953009,14.428569367347233,36,101,2.4059405702382124,3,7.504950420743065
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,10,3,0.5384614970414233,0.08387096720083247,11.071427780612302,0.3096774173569199,4.5524420791876885,11.071427780612302,48,155,2.1419354700520294,11,7.1612902763787725
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,9,3,0.4999999583333368,0.06217616548095251,8.77272687396696,0.3316062158984134,3.641733235946149,8.77272687396696,64,193,2.23834195731429,9,7.19170980729684
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,4,3,0.1428571224489825,0.08749999890625001,7.99999920000008,0.34999999562500006,3.3399996782500327,7.99999920000008,28,80,2.3874999701562505,0,7.612499904843752
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,3,0,0.9999996666667778,0.06521738988657848,9.199998160000368,0.3043478194706996,3.801738391788427,9.199998160000368,14,46,2.369565165879018,2,7.45652157703214
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,3,2,0.199999960000008,0.08928571269132657,11.199997760000448,0.3928571358418369,4.6371419583369144,11.199997760000448,22,56,2.517857097895409,1,7.767857004145411
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,5,3,0.24999996875000394,0.12903225598335072,8.857141591836916,0.403225799947971,3.7041469567139553,8.857141591836916,25,62,2.5483870556711765,3,7.935483742976069
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,3,0,0.9999996666667778,0.05555555452674899,10.799997840000431,0.35185184533607694,4.460739874134603,10.799997840000431,19,54,2.4999999537037048,2,7.888888742798357
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,4,7,-0.2727272479338866,0.12790697525689565,8.599999140000087,0.4302325531368308,3.612092677254767,8.599999140000087,37,86,2.523255784613305,4,7.767441770146026
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,9,0,0.9999998888889013,0.06382978678134903,8.294117159169579,0.29078013978170114,3.433958919580512,8.294117159169579,41,141,2.184397147628389,7,7.205673707761179
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,10,3,0.5384614970414233,0.07303370745486681,9.368420559556812,0.3539325822812776,3.888941256735236,9.368420559556812,63,178,2.3539325710453225,11,7.511235912858226
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,6,3,0.33333329629630043,0.04864864838568298,10.882352301038098,0.2864864849379109,4.467535514390404,10.882352301038098,53,185,2.167567555850986,10,6.875675638509861
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,20,12,0.24999999218750027,0.1379310338882283,9.666666263888905,0.24568965411340665,3.964942367200925,9.666666263888905,57,232,2.094827577177467,10,6.547413764881838
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7,1,0.7499999062500118,0.04278074843432755,9.842104745152382,0.2994652390402928,4.05662799367707,9.842104745152382,56,187,2.090909079727759,13,7.064171085218336
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,9,0,0.9999998888889013,0.05732484039920484,14.27272597520673,0.318471335551138,5.836478924303147,14.27272597520673,50,157,2.0828025345044425,5,7.235668743721855
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,24,4,0.7142856887755111,0.06682577549683585,12.32352904930797,0.3747016697501154,5.079292287623234,12.32352904930797,157,419,2.3508353165851186,6,7.415274445309608
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,4,1,0.599999880000024,0.046728971525897466,26.749993312501672,0.2897196234605643,10.815885174384896,26.749993312501672,31,107,2.327102781989694,1,7.3271027352607225
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,5,0,0.99999980000004,0.028901733936984197,11.533332564444496,0.3641618476060009,4.758997764820199,11.533332564444496,63,173,2.312138714958736,0,7.306358339269605
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,2,1,0.33333322222225925,0.0769230749506904,38.999961000039,0.3076922998027616,15.723061319936704,38.999961000039,12,39,2.2307691735700215,0,7.0256408454963895
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,7,2,0.5555554938271674,0.06521739083175804,10.615383798816632,0.3333333309178744,4.379486851893803,10.615383798816632,46,138,2.2681159255933627,3,7.289855019638732
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,4,2,0.33333327777778704,0.04109589012948021,12.166665652777864,0.2671232858416213,4.973515575447795,12.166665652777864,39,146,2.1232876566898105,4,6.917808171795834
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,1,0,0.9999990000010001,0.016949152255099114,19.666660111113295,0.3559321973570814,8.00903692338815,19.666660111113295,21,59,2.4237287724791736,1,7.813559189600692
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,2,5,-0.4285713673469475,0.07608695569470701,10.22222108641988,0.3913043435727789,4.245410171997064,10.22222108641988,36,92,2.499999972826087,4,7.358695572188092
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,1,0,0.9999990000010001,0.00826446274161601,10.083332493055627,0.19834710579878426,4.112671839541765,10.083332493055627,24,121,1.9421487442797625,10,6.396694162010792
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,2,0,0.99999950000025,0.012820512738330047,22.285711102041272,0.3012820493507561,9.034797260556813,22.285711102041272,47,156,2.1410256273011177,-1,6.7628204694691
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,2,0,0.99999950000025,0.06249999804687507,10.666663111112296,0.4062499873046879,4.429165239366794,10.666663111112296,13,32,2.4374999238281276,-1,7.499999765625008
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,8,1,0.7777776913580343,0.10588235169550175,21.249994687501328,0.34117646657439454,8.63646846163029,21.249994687501328,29,85,2.4588235004844297,0,7.7999999082352955
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,5,5,0.0,0.06993006944104847,8.411764211072693,0.2797202777641939,3.476593795534755,8.411764211072693,40,143,2.2447552290576556,1,7.433566381583452
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,10,2,0.6666666111111158,0.07100591673960996,12.999999000000077,0.24260354886033403,5.297041019544165,12.999999000000077,41,169,2.1065088632750957,-1,6.98816563912328
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,1,0,0.9999990000010001,0.008196721244289171,15.24999809375024,0.27049180106154264,6.208195957924713,15.24999809375024,33,122,2.262295063423811,-1,7.188524531241602
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,2,0,0.99999950000025,0.04255319058397467,23.499988250005874,0.2978723340878227,9.51914423363748,23.499988250005874,14,47,2.148936124490721,1,6.46808496876415
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,2,1,0.33333322222225925,0.032608695297731576,9.199999080000092,0.3260869529773157,3.810434413190963,9.199999080000092,30,92,2.380434756734405,-1,7.413043397684311
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,3,1,0.49999987500003124,0.03053435091195152,10.076922301775209,0.35114503548744247,4.171226934905061,10.076922301775209,46,131,2.229007616572461,1,7.38167933296428
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,1,0,0.9999990000010001,0.01052631567867036,8.636362851239742,0.23157894493074796,3.547176718468196,8.636362851239742,22,95,2.063157873019391,1,6.70526308731302
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,6,1,0.7142856122449125,0.10144927389203952,34.49998275000862,0.14492753413148501,13.857964113656042,34.49998275000862,10,69,1.9275362039487507,2,6.507246282503678
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,1,5,-0.6666665555555741,0.060606059993878185,32.999989000003666,0.22222221997755334,13.288884487992489,32.999989000003666,22,99,1.9595959398020613,1,6.686868619324559
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,14,2,0.7499999531250029,0.041994750545945536,12.290322184183156,0.3569553796405371,5.058911025529477,12.290322184183156,136,381,2.2309711227533566,2,7.10498685799216
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,15,1,0.8749999453125034,0.040100250526064536,12.090908724517918,0.3208020042085163,4.964684291490574,12.090908724517918,128,399,2.1979949819599125,1,7.062656623903116
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,1,0,0.9999990000010001,0.033333332222222255,9.999996666667776,0.33333332222222256,4.1333319955559995,9.999996666667776,10,30,2.333333255555558,-1,7.399999753333342
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,4,2,0.33333327777778704,0.051282050843743154,8.357142260204125,0.22222222032288702,3.431745792210805,8.357142260204125,26,117,2.0598290422236833,2,6.7264956690043105
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,4,2,0.33333327777778704,0.08219177969600303,10.428569938775723,0.3013698588853444,4.291975919064427,10.428569938775723,22,73,2.17808216194408,2,7.082191683805593
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,2,4,-0.33333327777778704,0.04651162754642149,11.727271661157122,0.18604651018568596,4.765327268537123,11.727271661157122,24,129,1.9534883569497028,0,6.620154987440659
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,1,1,0.0,0.019801980001960595,11.222220975308781,0.366336630036271,4.635423042138021,11.222220975308781,37,101,2.366336610234291,4,7.3762375507303215
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,6,1,0.7142856122449125,0.042168674444767025,12.769229786982326,0.3734939736536508,5.257089504254391,12.769229786982326,62,166,2.45180721414574,4,7.759036097837132
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,1,0,0.9999990000010001,0.0099999999,7.142856632653098,0.2599999974,2.9611426520212394,7.142856632653098,26,100,2.1499999785000004,7,6.8399999316
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,4,2,0.33333327777778704,0.04411764673442907,9.066666062222263,0.2573529392841696,3.729607600602573,9.066666062222263,35,136,2.0588235142733566,7,6.529411716695503
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,1,1,0.0,0.0392156855055748,10.199997960000408,0.21568627028066137,4.166273692112428,10.199997960000408,11,51,2.1960783883121886,2,7.3137253467897
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,3,2,0.199999960000008,0.03649635009856679,11.416665715277858,0.306569340827961,4.689294022442328,11.416665715277858,42,137,2.3211678662688477,6,6.905109438648837
